estado,municipio,bioma,ano,mês,dia,estacao
ACRE,RODRIGUES ALVES,Amazônia,2024,10,16,Primavera
ACRE,JORDÃO,Amazônia,2024,10,16,Primavera
RONDÔNIA,ITAPUÃ DO OESTE,Amazônia,2024,10,16,Primavera
AMAZONAS,MAUÉS,Amazônia,2024,10,16,Primavera
AMAZONAS,ITAMARATI,Amazônia,2024,10,16,Primavera
MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,Amazônia,2024,10,16,Primavera
RIO GRANDE DO NORTE,MARCELINO VIEIRA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,SÃO JOSÉ DO EGITO,Caatinga,2024,10,16,Primavera
PARAÍBA,AMPARO,Caatinga,2024,10,16,Primavera
PERNAMBUCO,FLORES,Caatinga,2024,10,16,Primavera
ESPÍRITO SANTO,SÃO DOMINGOS DO NORTE,Mata Atlântica,2024,10,16,Primavera
PARÁ,CURRALINHO,Amazônia,2024,10,16,Primavera
PARÁ,MUANÁ,Amazônia,2024,10,16,Primavera
PARÁ,ITAITUBA,Amazônia,2024,10,16,Primavera
MATO GROSSO,UNIÃO DO SUL,Amazônia,2024,10,16,Primavera
MATO GROSSO,PEIXOTO DE AZEVEDO,Amazônia,2024,10,16,Primavera
RONDÔNIA,CUJUBIM,Amazônia,2024,10,16,Primavera
PARÁ,JACAREACANGA,Amazônia,2024,10,16,Primavera
MATO GROSSO,NOVO MUNDO,Amazônia,2024,10,16,Primavera
MATO GROSSO,CONFRESA,Amazônia,2024,10,16,Primavera
MATO GROSSO,POXORÉU,Cerrado,2024,10,16,Primavera
MATO GROSSO DO SUL,PONTA PORÃ,Cerrado,2024,10,16,Primavera
PARÁ,GURUPÁ,Amazônia,2024,10,16,Primavera
PARAÍBA,DESTERRO,Caatinga,2024,10,16,Primavera
PARAÍBA,BAÍA DA TRAIÇÃO,Mata Atlântica,2024,10,16,Primavera
PERNAMBUCO,BUÍQUE,Caatinga,2024,10,16,Primavera
PERNAMBUCO,VENTUROSA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,BREJINHO,Caatinga,2024,10,16,Primavera
PARAÍBA,SAPÉ,Mata Atlântica,2024,10,16,Primavera
PARÁ,SÃO DOMINGOS DO CAPIM,Amazônia,2024,10,16,Primavera
BAHIA,ITARANTIM,Mata Atlântica,2024,10,16,Primavera
PIAUÍ,LAGOA DO BARRO DO PIAUÍ,Caatinga,2024,10,16,Primavera
BAHIA,RIO DO ANTÔNIO,Caatinga,2024,10,16,Primavera
PARAÍBA,SUMÉ,Caatinga,2024,10,16,Primavera
BAHIA,CARAÍBAS,Caatinga,2024,10,16,Primavera
BAHIA,CACULÉ,Caatinga,2024,10,16,Primavera
BAHIA,MACARANI,Mata Atlântica,2024,10,16,Primavera
BAHIA,ITUAÇU,Caatinga,2024,10,16,Primavera
BAHIA,PARAMIRIM,Caatinga,2024,10,16,Primavera
BAHIA,PALMEIRAS,Caatinga,2024,10,16,Primavera
BAHIA,CANARANA,Caatinga,2024,10,16,Primavera
BAHIA,ITAGUAÇU DA BAHIA,Caatinga,2024,10,16,Primavera
BAHIA,ARACATU,Caatinga,2024,10,16,Primavera
PERNAMBUCO,GOIANA,Mata Atlântica,2024,10,16,Primavera
PARAÍBA,CAAPORÃ,Mata Atlântica,2024,10,16,Primavera
ALAGOAS,PÃO DE AÇÚCAR,Caatinga,2024,10,16,Primavera
ALAGOAS,JARAMATAIA,Caatinga,2024,10,16,Primavera
BAHIA,PAULO AFONSO,Caatinga,2024,10,16,Primavera
ALAGOAS,MATA GRANDE,Caatinga,2024,10,16,Primavera
PERNAMBUCO,PETROLINA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,SANTA MARIA DA BOA VISTA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,IBIMIRIM,Caatinga,2024,10,16,Primavera
PERNAMBUCO,PARNAMIRIM,Caatinga,2024,10,16,Primavera
PIAUÍ,CAMPO ALEGRE DO FIDALGO,Caatinga,2024,10,16,Primavera
PERNAMBUCO,BETÂNIA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,SERRA TALHADA,Caatinga,2024,10,16,Primavera
BAHIA,BRUMADO,Caatinga,2024,10,16,Primavera
CEARÁ,ARACATI,Caatinga,2024,10,16,Primavera
CEARÁ,ITAPAJÉ,Caatinga,2024,10,16,Primavera
CEARÁ,QUIXERAMOBIM,Caatinga,2024,10,16,Primavera
CEARÁ,MADALENA,Caatinga,2024,10,16,Primavera
CEARÁ,CHORÓ,Caatinga,2024,10,16,Primavera
PARAÍBA,SANTO ANDRÉ,Caatinga,2024,10,16,Primavera
PERNAMBUCO,EXU,Caatinga,2024,10,16,Primavera
MARANHÃO,TUTÓIA,Cerrado,2024,10,16,Primavera
PARAÍBA,TAVARES,Caatinga,2024,10,16,Primavera
PIAUÍ,CAMPO LARGO DO PIAUÍ,Caatinga,2024,10,16,Primavera
CEARÁ,JAGUARIBARA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,GRANITO,Caatinga,2024,10,16,Primavera
CEARÁ,TRAIRI,Caatinga,2024,10,16,Primavera
CEARÁ,IRACEMA,Caatinga,2024,10,16,Primavera
CEARÁ,DEPUTADO IRAPUAN PINHEIRO,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,ÁGUA NOVA,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,ANTÔNIO MARTINS,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,JOÃO DIAS,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,LUÍS GOMES,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,TENENTE ANANIAS,Caatinga,2024,10,16,Primavera
PARAÍBA,UIRAÚNA,Caatinga,2024,10,16,Primavera
PARAÍBA,LASTRO,Caatinga,2024,10,16,Primavera
PARAÍBA,SANTA CRUZ,Caatinga,2024,10,16,Primavera
PARAÍBA,BORBOREMA,Caatinga,2024,10,16,Primavera
PARAÍBA,CAJAZEIRAS,Caatinga,2024,10,16,Primavera
CEARÁ,SALITRE,Caatinga,2024,10,16,Primavera
CEARÁ,ARARIPE,Caatinga,2024,10,16,Primavera
PIAUÍ,CAXINGÓ,Caatinga,2024,10,16,Primavera
PIAUÍ,JERUMENHA,Caatinga,2024,10,16,Primavera
CEARÁ,MONSENHOR TABOSA,Caatinga,2024,10,16,Primavera
SANTA CATARINA,SEARA,Mata Atlântica,2024,10,16,Primavera
SANTA CATARINA,CAÇADOR,Mata Atlântica,2024,10,16,Primavera
SANTA CATARINA,ITAIÓPOLIS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,MONTE SANTO DE MINAS,Cerrado,2024,10,16,Primavera
RIO DE JANEIRO,ITAOCARA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,PIRAPETINGA,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,SÃO FIDÉLIS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,BARÃO DE MONTE ALTO,Mata Atlântica,2024,10,16,Primavera
SÃO PAULO,ARAÇOIABA DA SERRA,Mata Atlântica,2024,10,16,Primavera
SÃO PAULO,RIO DAS PEDRAS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,SÃO JOÃO DEL REI,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CONCEIÇÃO DO RIO VERDE,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,PIEDADE DOS GERAIS,Mata Atlântica,2024,10,16,Primavera
PARANÁ,RIO BRANCO DO SUL,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CARMO DA MATA,Mata Atlântica,2024,10,16,Primavera
PARANÁ,LONDRINA,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,SANTA MARIA MADALENA,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,SERRO,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CORINTO,Cerrado,2024,10,16,Primavera
MINAS GERAIS,MONJOLOS,Cerrado,2024,10,16,Primavera
MINAS GERAIS,CURVELO,Cerrado,2024,10,16,Primavera
MINAS GERAIS,TRÊS MARIAS,Cerrado,2024,10,16,Primavera
MINAS GERAIS,IGUATAMA,Cerrado,2024,10,16,Primavera
MINAS GERAIS,BAMBUÍ,Cerrado,2024,10,16,Primavera
MINAS GERAIS,PASSOS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,TOCOS DO MOJI,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,RESPLENDOR,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CAMPINA VERDE,Cerrado,2024,10,16,Primavera
MINAS GERAIS,JACUTINGA,Mata Atlântica,2024,10,16,Primavera
SÃO PAULO,CACONDE,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,MUZAMBINHO,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CAMPOS GERAIS,Mata Atlântica,2024,10,16,Primavera
PARANÁ,JATAIZINHO,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,GUARANÉSIA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,SENADOR AMARAL,Mata Atlântica,2024,10,16,Primavera
SÃO PAULO,SÃO JOSÉ DOS CAMPOS,Mata Atlântica,2024,10,16,Primavera
PARANÁ,MAMBORÊ,Mata Atlântica,2024,10,16,Primavera
PARANÁ,FLORAÍ,Mata Atlântica,2024,10,16,Primavera
GOIÁS,ITUMBIARA,Cerrado,2024,10,16,Primavera
MINAS GERAIS,CONCEIÇÃO DAS ALAGOAS,Cerrado,2024,10,16,Primavera
MATO GROSSO DO SUL,PARANAÍBA,Cerrado,2024,10,16,Primavera
SÃO PAULO,GARÇA,Mata Atlântica,2024,10,16,Primavera
SÃO PAULO,LINS,Mata Atlântica,2024,10,16,Primavera
PARANÁ,CAMPO MAGRO,Mata Atlântica,2024,10,16,Primavera
PARANÁ,DOUTOR ULYSSES,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,NOVA IGUAÇU,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,QUEIMADOS,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,SÃO JOÃO DE MERITI,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,DIVINÉSIA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ALTO RIO DOCE,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,BARBACENA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,BICAS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,SANTANA DO DESERTO,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,PAULA CÂNDIDO,Mata Atlântica,2024,10,16,Primavera
PARANÁ,MARUMBI,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,PATOS DE MINAS,Cerrado,2024,10,16,Primavera
MINAS GERAIS,PRESIDENTE OLEGÁRIO,Cerrado,2024,10,16,Primavera
SÃO PAULO,ITIRAPUÃ,Cerrado,2024,10,16,Primavera
MINAS GERAIS,CÁSSIA,Cerrado,2024,10,16,Primavera
SÃO PAULO,FRANCA,Cerrado,2024,10,16,Primavera
MINAS GERAIS,TAPIRA,Cerrado,2024,10,16,Primavera
SÃO PAULO,RINCÃO,Cerrado,2024,10,16,Primavera
SÃO PAULO,SANTO ANTÔNIO DA ALEGRIA,Cerrado,2024,10,16,Primavera
BAHIA,AMÉRICA DOURADA,Caatinga,2024,10,16,Primavera
BAHIA,IRAMAIA,Caatinga,2024,10,16,Primavera
BAHIA,MARCIONÍLIO SOUZA,Caatinga,2024,10,16,Primavera
BAHIA,ITAETÉ,Caatinga,2024,10,16,Primavera
BAHIA,BOA VISTA DO TUPIM,Caatinga,2024,10,16,Primavera
BAHIA,SEABRA,Caatinga,2024,10,16,Primavera
BAHIA,IRAQUARA,Caatinga,2024,10,16,Primavera
MINAS GERAIS,PARACATU,Cerrado,2024,10,16,Primavera
MINAS GERAIS,ARINOS,Cerrado,2024,10,16,Primavera
BAHIA,PRESIDENTE JÂNIO QUADROS,Caatinga,2024,10,16,Primavera
BAHIA,TREMEDAL,Caatinga,2024,10,16,Primavera
MATO GROSSO,PARANATINGA,Cerrado,2024,10,16,Primavera
BAHIA,ANAGÉ,Caatinga,2024,10,16,Primavera
BAHIA,GUAJERU,Caatinga,2024,10,16,Primavera
BAHIA,MALHADA DE PEDRAS,Caatinga,2024,10,16,Primavera
BAHIA,COCOS,Cerrado,2024,10,16,Primavera
BAHIA,CORIBE,Cerrado,2024,10,16,Primavera
SERGIPE,NEÓPOLIS,Mata Atlântica,2024,10,16,Primavera
SERGIPE,TOBIAS BARRETO,Caatinga,2024,10,16,Primavera
BAHIA,CAETANOS,Caatinga,2024,10,16,Primavera
BAHIA,MIRANTE,Caatinga,2024,10,16,Primavera
BAHIA,TANHAÇU,Caatinga,2024,10,16,Primavera
BAHIA,LAGOA REAL,Caatinga,2024,10,16,Primavera
BAHIA,LIVRAMENTO DE NOSSA SENHORA,Caatinga,2024,10,16,Primavera
BAHIA,TREMEDAL,Mata Atlântica,2024,10,16,Primavera
BAHIA,VITÓRIA DA CONQUISTA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,SÃO JOÃO DO PARAÍSO,Mata Atlântica,2024,10,16,Primavera
BAHIA,CÂNDIDO SALES,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,MANGA,Caatinga,2024,10,16,Primavera
BAHIA,SÃO DESIDÉRIO,Cerrado,2024,10,16,Primavera
BAHIA,MORPARÁ,Cerrado,2024,10,16,Primavera
BAHIA,MUQUÉM DO SÃO FRANCISCO,Cerrado,2024,10,16,Primavera
BAHIA,BARRA DO MENDES,Caatinga,2024,10,16,Primavera
BAHIA,SOUTO SOARES,Caatinga,2024,10,16,Primavera
BAHIA,PRESIDENTE DUTRA,Caatinga,2024,10,16,Primavera
MINAS GERAIS,MONTEZUMA,Caatinga,2024,10,16,Primavera
MINAS GERAIS,CAPITÃO ENÉAS,Cerrado,2024,10,16,Primavera
BAHIA,TEOFILÂNDIA,Caatinga,2024,10,16,Primavera
BAHIA,SÁTIRO DIAS,Caatinga,2024,10,16,Primavera
BAHIA,NORDESTINA,Caatinga,2024,10,16,Primavera
BAHIA,MULUNGU DO MORRO,Caatinga,2024,10,16,Primavera
BAHIA,BONITO,Caatinga,2024,10,16,Primavera
GOIÁS,CAIAPÔNIA,Cerrado,2024,10,16,Primavera
MATO GROSSO,NOVA XAVANTINA,Cerrado,2024,10,16,Primavera
GOIÁS,GOIÁS,Cerrado,2024,10,16,Primavera
GOIÁS,ITAPIRAPUÃ,Cerrado,2024,10,16,Primavera
GOIÁS,NOVA CRIXÁS,Cerrado,2024,10,16,Primavera
BAHIA,MORRO DO CHAPÉU,Caatinga,2024,10,16,Primavera
GOIÁS,ADELÂNDIA,Cerrado,2024,10,16,Primavera
GOIÁS,NIQUELÂNDIA,Cerrado,2024,10,16,Primavera
GOIÁS,MIMOSO DE GOIÁS,Cerrado,2024,10,16,Primavera
PERNAMBUCO,CABROBÓ,Caatinga,2024,10,16,Primavera
PERNAMBUCO,SANTA FILOMENA,Caatinga,2024,10,16,Primavera
BAHIA,CASA NOVA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,MOREILÂNDIA,Caatinga,2024,10,16,Primavera
CEARÁ,CARIRIAÇU,Caatinga,2024,10,16,Primavera
CEARÁ,QUIXELÔ,Caatinga,2024,10,16,Primavera
PERNAMBUCO,SÃO JOSÉ DO BELMONTE,Caatinga,2024,10,16,Primavera
MATO GROSSO,SANTA CRUZ DO XINGU,Amazônia,2024,10,16,Primavera
MATO GROSSO,GAÚCHA DO NORTE,Amazônia,2024,10,16,Primavera
CEARÁ,MARACANAÚ,Caatinga,2024,10,16,Primavera
CEARÁ,QUIXADÁ,Caatinga,2024,10,16,Primavera
PIAUÍ,JOAQUIM PIRES,Caatinga,2024,10,16,Primavera
PIAUÍ,LAGOA DE SÃO FRANCISCO,Caatinga,2024,10,16,Primavera
PIAUÍ,PIRIPIRI,Caatinga,2024,10,16,Primavera
BAHIA,JUSSARA,Caatinga,2024,10,16,Primavera
BAHIA,REMANSO,Caatinga,2024,10,16,Primavera
PIAUÍ,BATALHA,Caatinga,2024,10,16,Primavera
PIAUÍ,UNIÃO,Cerrado,2024,10,16,Primavera
MARANHÃO,COELHO NETO,Cerrado,2024,10,16,Primavera
MARANHÃO,TIMON,Caatinga,2024,10,16,Primavera
MARANHÃO,SUCUPIRA DO RIACHÃO,Cerrado,2024,10,16,Primavera
MARANHÃO,TIMON,Cerrado,2024,10,16,Primavera
PIAUÍ,TERESINA,Cerrado,2024,10,16,Primavera
PIAUÍ,REGENERAÇÃO,Caatinga,2024,10,16,Primavera
PIAUÍ,PALMEIRAIS,Caatinga,2024,10,16,Primavera
MARANHÃO,LAGOA DO MATO,Cerrado,2024,10,16,Primavera
BAHIA,BARRA,Cerrado,2024,10,16,Primavera
PIAUÍ,AVELINO LOPES,Cerrado,2024,10,16,Primavera
PIAUÍ,DOM INOCÊNCIO,Caatinga,2024,10,16,Primavera
PIAUÍ,DIRCEU ARCOVERDE,Caatinga,2024,10,16,Primavera
PERNAMBUCO,AFRÂNIO,Caatinga,2024,10,16,Primavera
PIAUÍ,SÃO LOURENÇO DO PIAUÍ,Caatinga,2024,10,16,Primavera
PIAUÍ,BURITI DOS MONTES,Caatinga,2024,10,16,Primavera
PIAUÍ,CASTELO DO PIAUÍ,Caatinga,2024,10,16,Primavera
CEARÁ,TIANGUÁ,Caatinga,2024,10,16,Primavera
TOCANTINS,LAGOA DA CONFUSÃO,Cerrado,2024,10,16,Primavera
TOCANTINS,DIVINÓPOLIS DO TOCANTINS,Cerrado,2024,10,16,Primavera
TOCANTINS,MARIANÓPOLIS DO TOCANTINS,Cerrado,2024,10,16,Primavera
PARÁ,SANTANA DO ARAGUAIA,Amazônia,2024,10,16,Primavera
TOCANTINS,ESPERANTINA,Amazônia,2024,10,16,Primavera
CEARÁ,UBAJARA,Caatinga,2024,10,16,Primavera
CEARÁ,IBIAPINA,Caatinga,2024,10,16,Primavera
CEARÁ,SÃO BENEDITO,Caatinga,2024,10,16,Primavera
CEARÁ,CRATEÚS,Caatinga,2024,10,16,Primavera
CEARÁ,PORANGA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,MIRANDIBA,Caatinga,2024,10,16,Primavera
PARAÍBA,POMBAL,Caatinga,2024,10,16,Primavera
PARAÍBA,COREMAS,Caatinga,2024,10,16,Primavera
PARAÍBA,SÃO JOSÉ DA LAGOA TAPADA,Caatinga,2024,10,16,Primavera
PARAÍBA,CARRAPATEIRA,Caatinga,2024,10,16,Primavera
PARAÍBA,IGARACY,Caatinga,2024,10,16,Primavera
PARAÍBA,ITAPORANGA,Caatinga,2024,10,16,Primavera
CEARÁ,ABAIARA,Caatinga,2024,10,16,Primavera
CEARÁ,BREJO SANTO,Caatinga,2024,10,16,Primavera
PARAÍBA,MANAÍRA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,CALUMBI,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,APODI,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,SÃO MIGUEL,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,VENHA-VER,Caatinga,2024,10,16,Primavera
PARAÍBA,POÇO DANTAS,Caatinga,2024,10,16,Primavera
PERNAMBUCO,PESQUEIRA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,CACHOEIRINHA,Caatinga,2024,10,16,Primavera
RIO GRANDE DO NORTE,ITAJÁ,Caatinga,2024,10,16,Primavera
PERNAMBUCO,LAGOA DOS GATOS,Mata Atlântica,2024,10,16,Primavera
ALAGOAS,IBATEGUARA,Mata Atlântica,2024,10,16,Primavera
ALAGOAS,PORTO DE PEDRAS,Mata Atlântica,2024,10,16,Primavera
PERNAMBUCO,CUMARU,Caatinga,2024,10,16,Primavera
PARAÍBA,CONDE,Mata Atlântica,2024,10,16,Primavera
PERNAMBUCO,TIMBAÚBA,Mata Atlântica,2024,10,16,Primavera
RIO GRANDE DO NORTE,ARÊS,Mata Atlântica,2024,10,16,Primavera
BAHIA,OUROLÂNDIA,Caatinga,2024,10,16,Primavera
TOCANTINS,CHAPADA DE AREIA,Cerrado,2024,10,16,Primavera
TOCANTINS,RIACHINHO,Amazônia,2024,10,16,Primavera
MARANHÃO,PERITORÓ,Cerrado,2024,10,16,Primavera
MARANHÃO,SÃO MATEUS DO MARANHÃO,Cerrado,2024,10,16,Primavera
MARANHÃO,LAGO DOS RODRIGUES,Cerrado,2024,10,16,Primavera
PIAUÍ,PARNAGUÁ,Cerrado,2024,10,16,Primavera
PIAUÍ,RIACHO FRIO,Cerrado,2024,10,16,Primavera
MARANHÃO,CONCEIÇÃO DO LAGO-AÇU,Amazônia,2024,10,16,Primavera
BAHIA,UMBURANAS,Caatinga,2024,10,16,Primavera
BAHIA,JAGUARARI,Caatinga,2024,10,16,Primavera
PARÁ,ANAJÁS,Amazônia,2024,10,16,Primavera
PARÁ,MELGAÇO,Amazônia,2024,10,16,Primavera
PARÁ,BREVES,Amazônia,2024,10,16,Primavera
AMAPÁ,SANTANA,Amazônia,2024,10,16,Primavera
PARÁ,CHAVES,Amazônia,2024,10,16,Primavera
AMAPÁ,AMAPÁ,Amazônia,2024,10,16,Primavera
PARÁ,IGARAPÉ-MIRI,Amazônia,2024,10,16,Primavera
PARÁ,ABAETETUBA,Amazônia,2024,10,16,Primavera
PARÁ,SANTA CRUZ DO ARARI,Amazônia,2024,10,16,Primavera
PARÁ,CURUÇÁ,Amazônia,2024,10,16,Primavera
PARÁ,SÃO FRANCISCO DO PARÁ,Amazônia,2024,10,16,Primavera
PARÁ,BELÉM,Amazônia,2024,10,16,Primavera
PARÁ,CASTANHAL,Amazônia,2024,10,16,Primavera
PARÁ,BARCARENA,Amazônia,2024,10,16,Primavera
MARANHÃO,CENTRO DO GUILHERME,Amazônia,2024,10,16,Primavera
PARÁ,AUGUSTO CORRÊA,Amazônia,2024,10,16,Primavera
PARÁ,VISEU,Amazônia,2024,10,16,Primavera
MARANHÃO,IGARAPÉ DO MEIO,Amazônia,2024,10,16,Primavera
PARÁ,VITÓRIA DO XINGU,Amazônia,2024,10,16,Primavera
MARANHÃO,PINHEIRO,Amazônia,2024,10,16,Primavera
MARANHÃO,SANTA HELENA,Amazônia,2024,10,16,Primavera
MARANHÃO,SANTA LUZIA DO PARUÁ,Amazônia,2024,10,16,Primavera
MARANHÃO,CAJARI,Amazônia,2024,10,16,Primavera
MARANHÃO,TURILÂNDIA,Amazônia,2024,10,16,Primavera
AMAPÁ,VITÓRIA DO JARI,Amazônia,2024,10,16,Primavera
AMAPÁ,PORTO GRANDE,Amazônia,2024,10,16,Primavera
MARANHÃO,CANTANHEDE,Cerrado,2024,10,16,Primavera
AMAZONAS,PARINTINS,Amazônia,2024,10,16,Primavera
MARANHÃO,SANTA RITA,Amazônia,2024,10,16,Primavera
MARANHÃO,PRESIDENTE JUSCELINO,Amazônia,2024,10,16,Primavera
MARANHÃO,VARGEM GRANDE,Cerrado,2024,10,16,Primavera
MARANHÃO,BARREIRINHAS,Cerrado,2024,10,16,Primavera
MARANHÃO,URBANO SANTOS,Cerrado,2024,10,16,Primavera
AMAZONAS,BARREIRINHA,Amazônia,2024,10,16,Primavera
MARANHÃO,ARAIOSES,Cerrado,2024,10,16,Primavera
MARANHÃO,PAULINO NEVES,Cerrado,2024,10,16,Primavera
PIAUÍ,BURITI DOS LOPES,Caatinga,2024,10,16,Primavera
CEARÁ,CHAVAL,Caatinga,2024,10,16,Primavera
ACRE,SANTA ROSA DO PURUS,Amazônia,2024,10,16,Primavera
PERNAMBUCO,CEDRO,Caatinga,2024,10,16,Primavera
PERNAMBUCO,CABO DE SANTO AGOSTINHO,Mata Atlântica,2024,10,16,Primavera
PERNAMBUCO,DORMENTES,Caatinga,2024,10,16,Primavera
PIAUÍ,CAPITÃO GERVÁSIO OLIVEIRA,Caatinga,2024,10,16,Primavera
PERNAMBUCO,BODOCÓ,Caatinga,2024,10,16,Primavera
CEARÁ,MISSÃO VELHA,Caatinga,2024,10,16,Primavera
CEARÁ,BARBALHA,Caatinga,2024,10,16,Primavera
CEARÁ,CATUNDA,Caatinga,2024,10,16,Primavera
SANTA CATARINA,MACIEIRA,Mata Atlântica,2024,10,16,Primavera
PARANÁ,GUARAPUAVA,Mata Atlântica,2024,10,16,Primavera
PARANÁ,RESERVA,Mata Atlântica,2024,10,16,Primavera
PARANÁ,ADRIANÓPOLIS,Mata Atlântica,2024,10,16,Primavera
SANTA CATARINA,CAMPO ALEGRE,Mata Atlântica,2024,10,16,Primavera
PARANÁ,SÃO JOSÉ DAS PALMEIRAS,Mata Atlântica,2024,10,16,Primavera
PARANÁ,CERRO AZUL,Mata Atlântica,2024,10,16,Primavera
MARANHÃO,ARAIOSES,Caatinga,2024,10,16,Primavera
PIAUÍ,LUZILÂNDIA,Caatinga,2024,10,16,Primavera
PARANÁ,CASTRO,Mata Atlântica,2024,10,16,Primavera
SANTA CATARINA,PORTO UNIÃO,Mata Atlântica,2024,10,16,Primavera
RIO GRANDE DO SUL,BOM JESUS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,BAEPENDI,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CARVALHOS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ITAMONTE,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,CRUCILÂNDIA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ITAGUARA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,SÃO TIAGO,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ESMERALDAS,Cerrado,2024,10,16,Primavera
MINAS GERAIS,DOM JOAQUIM,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,DATAS,Cerrado,2024,10,16,Primavera
MINAS GERAIS,SANTANA DE PIRAPAMA,Cerrado,2024,10,16,Primavera
MINAS GERAIS,POMPÉU,Cerrado,2024,10,16,Primavera
MINAS GERAIS,BOCAIÚVA,Cerrado,2024,10,16,Primavera
MINAS GERAIS,FRANCISCO SÁ,Cerrado,2024,10,16,Primavera
MINAS GERAIS,TRÊS PONTAS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,PAI PEDRO,Caatinga,2024,10,16,Primavera
MINAS GERAIS,SILVEIRÂNIA,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,CANTAGALO,Mata Atlântica,2024,10,16,Primavera
GOIÁS,IPAMERI,Cerrado,2024,10,16,Primavera
BAHIA,EUNÁPOLIS,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,MARIANA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ERVÁLIA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ÁGUAS VERMELHAS,Mata Atlântica,2024,10,16,Primavera
GOIÁS,ORIZONA,Cerrado,2024,10,16,Primavera
SÃO PAULO,TAGUAÍ,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,ALTEROSA,Mata Atlântica,2024,10,16,Primavera
PARANÁ,IPORÃ,Mata Atlântica,2024,10,16,Primavera
PARANÁ,ALTO PARANÁ,Mata Atlântica,2024,10,16,Primavera
BAHIA,CAATIBA,Mata Atlântica,2024,10,16,Primavera
MINAS GERAIS,MATA VERDE,Mata Atlântica,2024,10,16,Primavera
RIO DE JANEIRO,SÃO FRANCISCO DE ITABAPOANA,Mata Atlântica,2024,10,16,Primavera
